location,date,vaccine,total_vaccinations
Czechia,2021-04-14,Oxford/AstraZeneca,297445
Czechia,2021-04-14,Pfizer/BioNTech,1758870
Czechia,2021-04-15,Moderna,256787
Czechia,2021-04-15,Oxford/AstraZeneca,306407
Czechia,2021-04-15,Pfizer/BioNTech,1813439
Czechia,2021-04-16,Moderna,266738
Czechia,2021-04-16,Oxford/AstraZeneca,313003
Czechia,2021-04-16,Pfizer/BioNTech,1866608
Czechia,2021-04-17,Moderna,269090
Czechia,2021-04-17,Oxford/AstraZeneca,313607
Czechia,2021-04-17,Pfizer/BioNTech,1889139
Czechia,2021-04-18,Moderna,269969
Czechia,2021-04-18,Oxford/AstraZeneca,313750
Czechia,2021-04-18,Pfizer/BioNTech,1905684
Czechia,2021-04-19,Moderna,276885
Czechia,2021-04-19,Oxford/AstraZeneca,319158
Czechia,2021-04-19,Pfizer/BioNTech,1952159
Czechia,2021-04-20,Moderna,283657
Czechia,2021-04-20,Oxford/AstraZeneca,325733
Czechia,2021-04-20,Pfizer/BioNTech,1996378
Czechia,2021-04-21,Moderna,289029
Czechia,2021-04-21,Oxford/AstraZeneca,333109
Czechia,2021-04-21,Pfizer/BioNTech,2044996
Czechia,2021-04-22,Johnson&Johnson,28
Czechia,2021-04-22,Moderna,294904
Czechia,2021-04-22,Oxford/AstraZeneca,341001
Czechia,2021-04-22,Pfizer/BioNTech,2102336
Czechia,2021-04-23,Johnson&Johnson,248
Czechia,2021-04-23,Moderna,298749
Czechia,2021-04-23,Oxford/AstraZeneca,347094
Czechia,2021-04-23,Pfizer/BioNTech,2153340
Czechia,2021-04-24,Johnson&Johnson,260
Czechia,2021-04-24,Moderna,299564
Czechia,2021-04-24,Oxford/AstraZeneca,347758
Czechia,2021-04-24,Pfizer/BioNTech,2174604
Czechia,2021-04-25,Johnson&Johnson,276
Czechia,2021-04-25,Moderna,301022
Czechia,2021-04-25,Oxford/AstraZeneca,347927
Czechia,2021-04-25,Pfizer/BioNTech,2191393
Czechia,2021-04-26,Johnson&Johnson,818
Czechia,2021-04-26,Moderna,305131
Czechia,2021-04-26,Oxford/AstraZeneca,353403
Czechia,2021-04-26,Pfizer/BioNTech,2237075
Czechia,2021-04-27,Johnson&Johnson,1753
Czechia,2021-04-27,Moderna,311296
Czechia,2021-04-27,Oxford/AstraZeneca,359944
Czechia,2021-04-27,Pfizer/BioNTech,2283009
Czechia,2021-04-28,Johnson&Johnson,3204
Czechia,2021-04-28,Moderna,319673
Czechia,2021-04-28,Oxford/AstraZeneca,366478
Czechia,2021-04-28,Pfizer/BioNTech,2337335
Czechia,2021-04-29,Johnson&Johnson,4779
Czechia,2021-04-29,Moderna,327473
Czechia,2021-04-29,Oxford/AstraZeneca,372756
Czechia,2021-04-29,Pfizer/BioNTech,2400582
Czechia,2021-04-30,Johnson&Johnson,6228
Czechia,2021-04-30,Moderna,331275
Czechia,2021-04-30,Oxford/AstraZeneca,376495
Czechia,2021-04-30,Pfizer/BioNTech,2461484
Czechia,2021-05-01,Johnson&Johnson,6295
Czechia,2021-05-01,Moderna,332458
Czechia,2021-05-01,Oxford/AstraZeneca,376698
Czechia,2021-05-01,Pfizer/BioNTech,2482429
Czechia,2021-05-02,Johnson&Johnson,6322
Czechia,2021-05-02,Moderna,332947
Czechia,2021-05-02,Oxford/AstraZeneca,376807
Czechia,2021-05-02,Pfizer/BioNTech,2502748
Czechia,2021-05-03,Johnson&Johnson,7432
Czechia,2021-05-03,Moderna,335858
Czechia,2021-05-03,Oxford/AstraZeneca,379884
Czechia,2021-05-03,Pfizer/BioNTech,2566128
Czechia,2021-05-04,Johnson&Johnson,8982
Czechia,2021-05-04,Moderna,342743
Czechia,2021-05-04,Oxford/AstraZeneca,384000
Czechia,2021-05-04,Pfizer/BioNTech,2625913
Czechia,2021-05-05,Johnson&Johnson,10939
Czechia,2021-05-05,Moderna,348193
Czechia,2021-05-05,Oxford/AstraZeneca,390062
Czechia,2021-05-05,Pfizer/BioNTech,2692181
Czechia,2021-05-06,Johnson&Johnson,12896
Czechia,2021-05-06,Moderna,353481
Czechia,2021-05-06,Oxford/AstraZeneca,397180
Czechia,2021-05-06,Pfizer/BioNTech,2765876
Czechia,2021-05-07,Johnson&Johnson,14810
Czechia,2021-05-07,Moderna,358265
Czechia,2021-05-07,Oxford/AstraZeneca,402713
Czechia,2021-05-07,Pfizer/BioNTech,2838189
Czechia,2021-05-08,Johnson&Johnson,14953
Czechia,2021-05-08,Moderna,359346
Czechia,2021-05-08,Oxford/AstraZeneca,402973
Czechia,2021-05-08,Pfizer/BioNTech,2867453
Czechia,2021-05-09,Johnson&Johnson,14961
Czechia,2021-05-09,Moderna,360423
Czechia,2021-05-09,Oxford/AstraZeneca,403369
Czechia,2021-05-09,Pfizer/BioNTech,2891140
Czechia,2021-05-10,Johnson&Johnson,16639
Czechia,2021-05-10,Moderna,365903
Czechia,2021-05-10,Oxford/AstraZeneca,409130
Czechia,2021-05-10,Pfizer/BioNTech,2955547
Czechia,2021-05-11,Johnson&Johnson,18451
Czechia,2021-05-11,Moderna,372137
Czechia,2021-05-11,Oxford/AstraZeneca,416446
Czechia,2021-05-11,Pfizer/BioNTech,3022326
Czechia,2021-05-12,Johnson&Johnson,20023
Czechia,2021-05-12,Moderna,380338
Czechia,2021-05-12,Oxford/AstraZeneca,423690
Czechia,2021-05-12,Pfizer/BioNTech,3091702
Czechia,2021-05-13,Johnson&Johnson,21519
Czechia,2021-05-13,Moderna,387635
Czechia,2021-05-13,Oxford/AstraZeneca,430537
Czechia,2021-05-13,Pfizer/BioNTech,3166761
Czechia,2021-05-14,Johnson&Johnson,22605
Czechia,2021-05-14,Moderna,392967
Czechia,2021-05-14,Oxford/AstraZeneca,436255
Czechia,2021-05-14,Pfizer/BioNTech,3239659
Czechia,2021-05-15,Johnson&Johnson,22667
Czechia,2021-05-15,Moderna,393682
Czechia,2021-05-15,Oxford/AstraZeneca,438174
Czechia,2021-05-15,Pfizer/BioNTech,3270616
Czechia,2021-05-16,Johnson&Johnson,22692
Czechia,2021-05-16,Moderna,394379
Czechia,2021-05-16,Oxford/AstraZeneca,438951
Czechia,2021-05-16,Pfizer/BioNTech,3295871
Czechia,2021-05-17,Johnson&Johnson,23567
Czechia,2021-05-17,Moderna,399281
Czechia,2021-05-17,Oxford/AstraZeneca,443496
Czechia,2021-05-17,Pfizer/BioNTech,3363144
Czechia,2021-05-18,Johnson&Johnson,24551
Czechia,2021-05-18,Moderna,407066
Czechia,2021-05-18,Oxford/AstraZeneca,449401
Czechia,2021-05-18,Pfizer/BioNTech,3431636
Czechia,2021-05-19,Johnson&Johnson,25774
Czechia,2021-05-19,Moderna,417163
Czechia,2021-05-19,Oxford/AstraZeneca,455841
Czechia,2021-05-19,Pfizer/BioNTech,3504267
Czechia,2021-05-20,Johnson&Johnson,27396
Czechia,2021-05-20,Moderna,427580
Czechia,2021-05-20,Oxford/AstraZeneca,462282
Czechia,2021-05-20,Pfizer/BioNTech,3585292
Czechia,2021-05-21,Johnson&Johnson,28813
Czechia,2021-05-21,Moderna,435333
Czechia,2021-05-21,Oxford/AstraZeneca,467984
Czechia,2021-05-21,Pfizer/BioNTech,3664409
Czechia,2021-05-22,Johnson&Johnson,28983
Czechia,2021-05-22,Moderna,437154
Czechia,2021-05-22,Oxford/AstraZeneca,469847
Czechia,2021-05-22,Pfizer/BioNTech,3703284
Czechia,2021-05-23,Johnson&Johnson,28988
Czechia,2021-05-23,Moderna,438049
Czechia,2021-05-23,Oxford/AstraZeneca,471283
Czechia,2021-05-23,Pfizer/BioNTech,3731969
Czechia,2021-05-24,Johnson&Johnson,30263
Czechia,2021-05-24,Moderna,446527
Czechia,2021-05-24,Oxford/AstraZeneca,477403
Czechia,2021-05-24,Pfizer/BioNTech,3794528
Czechia,2021-05-25,Johnson&Johnson,32032
Czechia,2021-05-25,Moderna,455184
Czechia,2021-05-25,Oxford/AstraZeneca,488203
Czechia,2021-05-25,Pfizer/BioNTech,3857916
Czechia,2021-05-26,Johnson&Johnson,33915
Czechia,2021-05-26,Moderna,464846
Czechia,2021-05-26,Oxford/AstraZeneca,498922
Czechia,2021-05-26,Pfizer/BioNTech,3937424
Czechia,2021-05-27,Johnson&Johnson,35987
Czechia,2021-05-27,Moderna,474443
Czechia,2021-05-27,Oxford/AstraZeneca,508176
Czechia,2021-05-27,Pfizer/BioNTech,4019887
Czechia,2021-05-28,Johnson&Johnson,38042
Czechia,2021-05-28,Moderna,483865
Czechia,2021-05-28,Oxford/AstraZeneca,517000
Czechia,2021-05-28,Pfizer/BioNTech,4101593
Czechia,2021-05-29,Johnson&Johnson,38177
Czechia,2021-05-29,Moderna,486386
Czechia,2021-05-29,Oxford/AstraZeneca,519306
Czechia,2021-05-29,Pfizer/BioNTech,4140404
Czechia,2021-05-30,Johnson&Johnson,38178
Czechia,2021-05-30,Moderna,487370
Czechia,2021-05-30,Oxford/AstraZeneca,521886
Czechia,2021-05-30,Pfizer/BioNTech,4171253
France,2020-12-27,Pfizer/BioNTech,20
France,2020-12-28,Pfizer/BioNTech,89
France,2020-12-29,Pfizer/BioNTech,197
France,2020-12-30,Pfizer/BioNTech,317
France,2020-12-31,Pfizer/BioNTech,400
France,2021-01-01,Pfizer/BioNTech,467
France,2021-01-02,Pfizer/BioNTech,544
France,2021-01-03,Pfizer/BioNTech,633
France,2021-01-04,Pfizer/BioNTech,2105
France,2021-01-05,Pfizer/BioNTech,7490
France,2021-01-06,Pfizer/BioNTech,18780
France,2021-01-07,Pfizer/BioNTech,47323
France,2021-01-08,Pfizer/BioNTech,83485
France,2021-01-09,Pfizer/BioNTech,94385
France,2021-01-10,Pfizer/BioNTech,99995
France,2021-01-11,Pfizer/BioNTech,138924
France,2021-01-12,Pfizer/BioNTech,199697
France,2021-01-13,Pfizer/BioNTech,263371
France,2021-01-14,Moderna,143
France,2021-01-14,Pfizer/BioNTech,343018
France,2021-01-15,Moderna,360
France,2021-01-15,Pfizer/BioNTech,410175
France,2021-01-16,Moderna,545
France,2021-01-16,Pfizer/BioNTech,429673
France,2021-01-17,Moderna,548
France,2021-01-17,Pfizer/BioNTech,440174
France,2021-01-18,Moderna,3450
France,2021-01-18,Pfizer/BioNTech,521731
France,2021-01-19,Moderna,7941
France,2021-01-19,Pfizer/BioNTech,645699
France,2021-01-20,Moderna,12862
France,2021-01-20,Pfizer/BioNTech,775892
France,2021-01-21,Moderna,17957
France,2021-01-21,Pfizer/BioNTech,926042
France,2021-01-22,Moderna,22816
France,2021-01-22,Pfizer/BioNTech,1039753
France,2021-01-23,Moderna,24544
France,2021-01-23,Pfizer/BioNTech,1075841
France,2021-01-24,Moderna,24641
France,2021-01-24,Pfizer/BioNTech,1085123
France,2021-01-25,Moderna,28275
France,2021-01-25,Pfizer/BioNTech,1159455
France,2021-01-26,Moderna,31986
France,2021-01-26,Pfizer/BioNTech,1257546
France,2021-01-27,Moderna,35407
France,2021-01-27,Pfizer/BioNTech,1365281
France,2021-01-28,Moderna,38891
France,2021-01-28,Pfizer/BioNTech,1498368
France,2021-01-29,Moderna,41963
France,2021-01-29,Pfizer/BioNTech,1603405
France,2021-01-30,Moderna,43022
France,2021-01-30,Pfizer/BioNTech,1635201
France,2021-01-31,Moderna,43022
France,2021-01-31,Pfizer/BioNTech,1641746
France,2021-02-01,Moderna,46270
France,2021-02-01,Pfizer/BioNTech,1711138
France,2021-02-02,Moderna,50573
France,2021-02-02,Pfizer/BioNTech,1812021
France,2021-02-03,Moderna,55603
France,2021-02-03,Pfizer/BioNTech,1914887
France,2021-02-04,Moderna,60335
France,2021-02-04,Pfizer/BioNTech,2040685
France,2021-02-05,Moderna,64950
France,2021-02-05,Pfizer/BioNTech,2148444
France,2021-02-06,Moderna,66883
France,2021-02-06,Oxford/AstraZeneca,311
France,2021-02-06,Pfizer/BioNTech,2177878
France,2021-02-07,Moderna,66925
France,2021-02-07,Oxford/AstraZeneca,1659
France,2021-02-07,Pfizer/BioNTech,2186358
France,2021-02-08,Moderna,74350
France,2021-02-08,Oxford/AstraZeneca,4288
France,2021-02-08,Pfizer/BioNTech,2268108
France,2021-02-09,Moderna,82617
France,2021-02-09,Oxford/AstraZeneca,10916
France,2021-02-09,Pfizer/BioNTech,2390327
France,2021-02-10,Moderna,91802
France,2021-02-10,Oxford/AstraZeneca,20128
France,2021-02-10,Pfizer/BioNTech,2517832
France,2021-02-11,Moderna,101920
France,2021-02-11,Oxford/AstraZeneca,33451
France,2021-02-11,Pfizer/BioNTech,2679066
France,2021-02-12,Moderna,111959
France,2021-02-12,Oxford/AstraZeneca,46475
France,2021-02-12,Pfizer/BioNTech,2807931
France,2021-02-13,Moderna,115193
France,2021-02-13,Oxford/AstraZeneca,49975
France,2021-02-13,Pfizer/BioNTech,2842334
France,2021-02-14,Moderna,115489
France,2021-02-14,Oxford/AstraZeneca,50838
France,2021-02-14,Pfizer/BioNTech,2852947
France,2021-02-15,Moderna,121913
France,2021-02-15,Oxford/AstraZeneca,60938
France,2021-02-15,Pfizer/BioNTech,2949954
France,2021-02-16,Moderna,130693
France,2021-02-16,Oxford/AstraZeneca,73092
France,2021-02-16,Pfizer/BioNTech,3078949
France,2021-02-17,Moderna,139197
France,2021-02-17,Oxford/AstraZeneca,83903
France,2021-02-17,Pfizer/BioNTech,3211905
France,2021-02-18,Moderna,149532
France,2021-02-18,Oxford/AstraZeneca,98430
France,2021-02-18,Pfizer/BioNTech,3373472
France,2021-02-19,Moderna,159017
France,2021-02-19,Oxford/AstraZeneca,112506
France,2021-02-19,Pfizer/BioNTech,3504316
France,2021-02-20,Moderna,162289
France,2021-02-20,Oxford/AstraZeneca,115679
France,2021-02-20,Pfizer/BioNTech,3544258
France,2021-02-21,Moderna,162573
France,2021-02-21,Oxford/AstraZeneca,116222
France,2021-02-21,Pfizer/BioNTech,3552664
France,2021-02-22,Moderna,169810
France,2021-02-22,Oxford/AstraZeneca,125118
France,2021-02-22,Pfizer/BioNTech,3646102
France,2021-02-23,Moderna,178306
France,2021-02-23,Oxford/AstraZeneca,136183
France,2021-02-23,Pfizer/BioNTech,3763156
France,2021-02-24,Moderna,186533
France,2021-02-24,Oxford/AstraZeneca,150040
France,2021-02-24,Pfizer/BioNTech,3880178
France,2021-02-25,Moderna,195250
France,2021-02-25,Oxford/AstraZeneca,194304
France,2021-02-25,Pfizer/BioNTech,4017056
France,2021-02-26,Moderna,202592
France,2021-02-26,Oxford/AstraZeneca,255611
France,2021-02-26,Pfizer/BioNTech,4131011
France,2021-02-27,Moderna,205134
France,2021-02-27,Oxford/AstraZeneca,290020
France,2021-02-27,Pfizer/BioNTech,4167113
France,2021-02-28,Moderna,205261
France,2021-02-28,Oxford/AstraZeneca,292354
France,2021-02-28,Pfizer/BioNTech,4174728
France,2021-03-01,Moderna,213982
France,2021-03-01,Oxford/AstraZeneca,312163
France,2021-03-01,Pfizer/BioNTech,4262463
France,2021-03-02,Moderna,225011
France,2021-03-02,Oxford/AstraZeneca,350388
France,2021-03-02,Pfizer/BioNTech,4378648
France,2021-03-03,Moderna,236134
France,2021-03-03,Oxford/AstraZeneca,397992
France,2021-03-03,Pfizer/BioNTech,4498744
France,2021-03-04,Moderna,248170
France,2021-03-04,Oxford/AstraZeneca,478704
France,2021-03-04,Pfizer/BioNTech,4634662
France,2021-03-05,Moderna,259996
France,2021-03-05,Oxford/AstraZeneca,595261
France,2021-03-05,Pfizer/BioNTech,4767029
France,2021-03-06,Moderna,266298
France,2021-03-06,Oxford/AstraZeneca,713516
France,2021-03-06,Pfizer/BioNTech,4864417
France,2021-03-07,Moderna,268610
France,2021-03-07,Oxford/AstraZeneca,767774
France,2021-03-07,Pfizer/BioNTech,4932798
France,2021-03-08,Moderna,280897
France,2021-03-08,Oxford/AstraZeneca,809558
France,2021-03-08,Pfizer/BioNTech,5033957
France,2021-03-09,Moderna,296591
France,2021-03-09,Oxford/AstraZeneca,887003
France,2021-03-09,Pfizer/BioNTech,5166612
France,2021-03-10,Moderna,312558
France,2021-03-10,Oxford/AstraZeneca,966276
France,2021-03-10,Pfizer/BioNTech,5303577
France,2021-03-11,Moderna,330816
France,2021-03-11,Oxford/AstraZeneca,1092650
France,2021-03-11,Pfizer/BioNTech,5460581
France,2021-03-12,Moderna,346702
France,2021-03-12,Oxford/AstraZeneca,1272899
France,2021-03-12,Pfizer/BioNTech,5607937
France,2021-03-13,Moderna,359078
France,2021-03-13,Oxford/AstraZeneca,1403106
France,2021-03-13,Pfizer/BioNTech,5708162
France,2021-03-14,Moderna,364232
France,2021-03-14,Oxford/AstraZeneca,1416764
France,2021-03-14,Pfizer/BioNTech,5754819
France,2021-03-15,Moderna,378344
France,2021-03-15,Oxford/AstraZeneca,1467824
France,2021-03-15,Pfizer/BioNTech,5877708
France,2021-03-16,Moderna,399400
France,2021-03-16,Oxford/AstraZeneca,1468722
France,2021-03-16,Pfizer/BioNTech,6034447
France,2021-03-17,Moderna,423260
France,2021-03-17,Oxford/AstraZeneca,1469323
France,2021-03-17,Pfizer/BioNTech,6196667
France,2021-03-18,Moderna,451114
France,2021-03-18,Oxford/AstraZeneca,1470482
France,2021-03-18,Pfizer/BioNTech,6377129
France,2021-03-19,Moderna,478533
France,2021-03-19,Oxford/AstraZeneca,1539668
France,2021-03-19,Pfizer/BioNTech,6544155
France,2021-03-20,Moderna,505214
France,2021-03-20,Oxford/AstraZeneca,1603911
France,2021-03-20,Pfizer/BioNTech,6629255
France,2021-03-21,Moderna,522829
France,2021-03-21,Oxford/AstraZeneca,1609386
France,2021-03-21,Pfizer/BioNTech,6657499
France,2021-03-22,Moderna,543292
France,2021-03-22,Oxford/AstraZeneca,1645983
France,2021-03-22,Pfizer/BioNTech,6801522
France,2021-03-23,Moderna,569733
France,2021-03-23,Oxford/AstraZeneca,1729317
France,2021-03-23,Pfizer/BioNTech,6980398
France,2021-03-24,Moderna,598259
France,2021-03-24,Oxford/AstraZeneca,1818917
France,2021-03-24,Pfizer/BioNTech,7158969
France,2021-03-25,Moderna,629538
France,2021-03-25,Oxford/AstraZeneca,1967064
France,2021-03-25,Pfizer/BioNTech,7361173
France,2021-03-26,Moderna,660374
France,2021-03-26,Oxford/AstraZeneca,2130634
France,2021-03-26,Pfizer/BioNTech,7562684
France,2021-03-27,Moderna,677318
France,2021-03-27,Oxford/AstraZeneca,2197911
France,2021-03-27,Pfizer/BioNTech,7687734
France,2021-03-28,Moderna,687803
France,2021-03-28,Oxford/AstraZeneca,2204081
France,2021-03-28,Pfizer/BioNTech,7733074
France,2021-03-29,Moderna,710709
France,2021-03-29,Oxford/AstraZeneca,2257399
France,2021-03-29,Pfizer/BioNTech,7911241
France,2021-03-30,Moderna,740870
France,2021-03-30,Oxford/AstraZeneca,2349371
France,2021-03-30,Pfizer/BioNTech,8140214
France,2021-03-31,Moderna,774914
France,2021-03-31,Oxford/AstraZeneca,2411723
France,2021-03-31,Pfizer/BioNTech,8375669
France,2021-04-01,Moderna,817309
France,2021-04-01,Oxford/AstraZeneca,2496384
France,2021-04-01,Pfizer/BioNTech,8645729
France,2021-04-02,Moderna,854372
France,2021-04-02,Oxford/AstraZeneca,2582179
France,2021-04-02,Pfizer/BioNTech,8892136
France,2021-04-03,Moderna,874677
France,2021-04-03,Oxford/AstraZeneca,2617459
France,2021-04-03,Pfizer/BioNTech,9037385
France,2021-04-04,Moderna,884751
France,2021-04-04,Oxford/AstraZeneca,2620847
France,2021-04-04,Pfizer/BioNTech,9087406
France,2021-04-05,Moderna,897676
France,2021-04-05,Oxford/AstraZeneca,2625074
France,2021-04-05,Pfizer/BioNTech,9139966
France,2021-04-06,Moderna,931269
France,2021-04-06,Oxford/AstraZeneca,2653997
France,2021-04-06,Pfizer/BioNTech,9397962
France,2021-04-07,Moderna,969022
France,2021-04-07,Oxford/AstraZeneca,2685542
France,2021-04-07,Pfizer/BioNTech,9699990
France,2021-04-08,Moderna,1014316
France,2021-04-08,Oxford/AstraZeneca,2763202
France,2021-04-08,Pfizer/BioNTech,10030596
France,2021-04-09,Moderna,1056263
France,2021-04-09,Oxford/AstraZeneca,2923307
France,2021-04-09,Pfizer/BioNTech,10349053
France,2021-04-10,Moderna,1084668
France,2021-04-10,Oxford/AstraZeneca,2998025
France,2021-04-10,Pfizer/BioNTech,10538570
France,2021-04-11,Moderna,1096751
France,2021-04-11,Oxford/AstraZeneca,3005077
France,2021-04-11,Pfizer/BioNTech,10608980
France,2021-04-12,Moderna,1124790
France,2021-04-12,Oxford/AstraZeneca,3055775
France,2021-04-12,Pfizer/BioNTech,10878903
France,2021-04-13,Moderna,1160267
France,2021-04-13,Oxford/AstraZeneca,3141090
France,2021-04-13,Pfizer/BioNTech,11207685
France,2021-04-14,Moderna,1194193
France,2021-04-14,Oxford/AstraZeneca,3207894
France,2021-04-14,Pfizer/BioNTech,11535373
France,2021-04-15,Moderna,1236802
France,2021-04-15,Oxford/AstraZeneca,3299860
France,2021-04-15,Pfizer/BioNTech,11879717
France,2021-04-16,Moderna,1277217
France,2021-04-16,Oxford/AstraZeneca,3411384
France,2021-04-16,Pfizer/BioNTech,12207632
France,2021-04-17,Moderna,1312713
France,2021-04-17,Oxford/AstraZeneca,3463893
France,2021-04-17,Pfizer/BioNTech,12395733
France,2021-04-18,Moderna,1332890
France,2021-04-18,Oxford/AstraZeneca,3473352
France,2021-04-18,Pfizer/BioNTech,12451877
France,2021-04-19,Moderna,1365595
France,2021-04-19,Oxford/AstraZeneca,3497982
France,2021-04-19,Pfizer/BioNTech,12734871
France,2021-04-20,Moderna,1406109
France,2021-04-20,Oxford/AstraZeneca,3543155
France,2021-04-20,Pfizer/BioNTech,13069333
France,2021-04-21,Moderna,1447378
France,2021-04-21,Oxford/AstraZeneca,3581625
France,2021-04-21,Pfizer/BioNTech,13406534
France,2021-04-22,Moderna,1495472
France,2021-04-22,Oxford/AstraZeneca,3636036
France,2021-04-22,Pfizer/BioNTech,13773914
France,2021-04-23,Johnson&Johnson,620
France,2021-04-23,Moderna,1544928
France,2021-04-23,Oxford/AstraZeneca,3706449
France,2021-04-23,Pfizer/BioNTech,14125876
France,2021-04-24,Johnson&Johnson,2173
France,2021-04-24,Moderna,1585046
France,2021-04-24,Oxford/AstraZeneca,3743912
France,2021-04-24,Pfizer/BioNTech,14345596
France,2021-04-25,Johnson&Johnson,2290
France,2021-04-25,Moderna,1603049
France,2021-04-25,Oxford/AstraZeneca,3749989
France,2021-04-25,Pfizer/BioNTech,14428165
France,2021-04-26,Johnson&Johnson,5116
France,2021-04-26,Moderna,1636902
France,2021-04-26,Oxford/AstraZeneca,3769725
France,2021-04-26,Pfizer/BioNTech,14743073
France,2021-04-27,Johnson&Johnson,14469
France,2021-04-27,Moderna,1680136
France,2021-04-27,Oxford/AstraZeneca,3804661
France,2021-04-27,Pfizer/BioNTech,15122585
France,2021-04-28,Johnson&Johnson,24224
France,2021-04-28,Moderna,1727863
France,2021-04-28,Oxford/AstraZeneca,3834822
France,2021-04-28,Pfizer/BioNTech,15512058
France,2021-04-29,Johnson&Johnson,40091
France,2021-04-29,Moderna,1782830
France,2021-04-29,Oxford/AstraZeneca,3885276
France,2021-04-29,Pfizer/BioNTech,15937581
France,2021-04-30,Johnson&Johnson,59152
France,2021-04-30,Moderna,1835667
France,2021-04-30,Oxford/AstraZeneca,3948731
France,2021-04-30,Pfizer/BioNTech,16352875
France,2021-05-01,Johnson&Johnson,61048
France,2021-05-01,Moderna,1860283
France,2021-05-01,Oxford/AstraZeneca,3959858
France,2021-05-01,Pfizer/BioNTech,16530717
France,2021-05-02,Johnson&Johnson,61485
France,2021-05-02,Moderna,1875945
France,2021-05-02,Oxford/AstraZeneca,3963159
France,2021-05-02,Pfizer/BioNTech,16638512
France,2021-05-03,Johnson&Johnson,66389
France,2021-05-03,Moderna,1914298
France,2021-05-03,Oxford/AstraZeneca,3979535
France,2021-05-03,Pfizer/BioNTech,17029883
France,2021-05-04,Johnson&Johnson,74640
France,2021-05-04,Moderna,1961243
France,2021-05-04,Oxford/AstraZeneca,4010381
France,2021-05-04,Pfizer/BioNTech,17476035
France,2021-05-05,Johnson&Johnson,80641
France,2021-05-05,Moderna,2008555
France,2021-05-05,Oxford/AstraZeneca,4038969
France,2021-05-05,Pfizer/BioNTech,17936373
France,2021-05-06,Johnson&Johnson,91898
France,2021-05-06,Moderna,2066952
France,2021-05-06,Oxford/AstraZeneca,4093725
France,2021-05-06,Pfizer/BioNTech,18422266
France,2021-05-07,Johnson&Johnson,110793
France,2021-05-07,Moderna,2123864
France,2021-05-07,Oxford/AstraZeneca,4165426
France,2021-05-07,Pfizer/BioNTech,18896624
France,2021-05-08,Johnson&Johnson,113043
France,2021-05-08,Moderna,2153488
France,2021-05-08,Oxford/AstraZeneca,4180672
France,2021-05-08,Pfizer/BioNTech,19124209
France,2021-05-09,Johnson&Johnson,113672
France,2021-05-09,Moderna,2174278
France,2021-05-09,Oxford/AstraZeneca,4184887
France,2021-05-09,Pfizer/BioNTech,19272689
France,2021-05-10,Johnson&Johnson,120736
France,2021-05-10,Moderna,2228693
France,2021-05-10,Oxford/AstraZeneca,4211818
France,2021-05-10,Pfizer/BioNTech,19715517
France,2021-05-11,Johnson&Johnson,134826
France,2021-05-11,Moderna,2292154
France,2021-05-11,Oxford/AstraZeneca,4263910
France,2021-05-11,Pfizer/BioNTech,20238779
France,2021-05-12,Johnson&Johnson,144765
France,2021-05-12,Moderna,2359806
France,2021-05-12,Oxford/AstraZeneca,4308053
France,2021-05-12,Pfizer/BioNTech,20770271
France,2021-05-13,Johnson&Johnson,146203
France,2021-05-13,Moderna,2416024
France,2021-05-13,Oxford/AstraZeneca,4313528
France,2021-05-13,Pfizer/BioNTech,21092032
France,2021-05-14,Johnson&Johnson,153771
France,2021-05-14,Moderna,2489390
France,2021-05-14,Oxford/AstraZeneca,4353300
France,2021-05-14,Pfizer/BioNTech,21579626
France,2021-05-15,Johnson&Johnson,157347
France,2021-05-15,Moderna,2561726
France,2021-05-15,Oxford/AstraZeneca,4380937
France,2021-05-15,Pfizer/BioNTech,21932670
France,2021-05-16,Johnson&Johnson,157696
France,2021-05-16,Moderna,2607236
France,2021-05-16,Oxford/AstraZeneca,4384429
France,2021-05-16,Pfizer/BioNTech,22103389
France,2021-05-17,Johnson&Johnson,161917
France,2021-05-17,Moderna,2663883
France,2021-05-17,Oxford/AstraZeneca,4411823
France,2021-05-17,Pfizer/BioNTech,22530995
France,2021-05-18,Johnson&Johnson,170358
France,2021-05-18,Moderna,2728794
France,2021-05-18,Oxford/AstraZeneca,4454359
France,2021-05-18,Pfizer/BioNTech,23012239
France,2021-05-19,Johnson&Johnson,175834
France,2021-05-19,Moderna,2794777
France,2021-05-19,Oxford/AstraZeneca,4495017
France,2021-05-19,Pfizer/BioNTech,23499967
